measure,label,content,stratum,tier,n_visible,n_hidden,mean_visible,mean_hidden,delta,U_stat,p_value,sig
mean_representational,Representational composite,All,7,100+,1067,1239,0.19632227347784986,0.20192581930396436,-0.005603545826114498,667575.5,0.5770985419546002,
mean_representational,Representational composite,Subjective,1,1–9,3079,2627,0.1315454925068436,0.11655033257145933,0.014995159935384278,4102330.0,0.12880511631312433,
mean_representational,Representational composite,Subjective,2,10–19,360,524,0.1698148148148148,0.16737797825584086,0.0024368365589739482,94022.0,0.9088595494304369,
mean_representational,Representational composite,Subjective,3,20–29,157,242,0.1880649074916591,0.1550344971832575,0.03303041030840159,19741.5,0.3757489610346765,
mean_representational,Representational composite,Subjective,4,30–39,182,114,0.11259811616954472,0.16593567251461985,-0.05333755634507513,9606.5,0.11181841562260003,
mean_representational,Representational composite,Subjective,5,40–49,181,111,0.19056827150749805,0.17992992992992993,0.010638341577568128,10042.0,0.9952418197393649,
mean_representational,Representational composite,Subjective,6,50–99,466,282,0.1636955855303495,0.18114657210401888,-0.01745098657366939,65613.5,0.9636131971123914,
mean_representational,Representational composite,Subjective,7,100+,573,662,0.18943114767722097,0.2001397226472755,-0.010708574970054535,191071.5,0.759752701305852,
mean_representational,Representational composite,Factual,1,1–9,2459,2079,0.13082787879961527,0.13335863270928205,-0.002530753909666783,2552536.0,0.8956765651961723,
mean_representational,Representational composite,Factual,2,10–19,272,436,0.15267565359477123,0.13568327060299537,0.016992382991775856,60619.5,0.45168847605092965,
mean_representational,Representational composite,Factual,3,20–29,120,210,0.21902777777777777,0.14103174603174604,0.07799603174603173,13888.5,0.028697716772632217,**
mean_representational,Representational composite,Factual,4,30–39,161,88,0.17191659272404616,0.18180096418732783,-0.009884371463281666,6983.5,0.8023111001819362,
mean_representational,Representational composite,Factual,5,40–49,140,87,0.12443877551020407,0.164272030651341,-0.03983325514113692,5852.5,0.42721267220423065,
mean_representational,Representational composite,Factual,6,50–99,424,229,0.1605373989218329,0.16644832605531296,-0.005910927133480043,48384.5,0.915246658012123,
mean_representational,Representational composite,Factual,7,100+,494,577,0.2043154214206846,0.20397503245253978,0.00034038896814481134,144352.0,0.6242698589006194,
mean_operational,Operational composite,All,1,1–9,5538,4706,0.28356928022420974,0.2783716705332727,0.005197609690937022,13111725.0,0.5048022558651823,
mean_operational,Operational composite,All,2,10–19,632,960,0.32622626582278486,0.3229425262237762,0.0032837395990086282,305508.0,0.77841187077906,
mean_operational,Operational composite,All,3,20–29,277,452,0.41548908372013066,0.4169378740728298,-0.0014487903526991253,63484.0,0.722810203089971,
mean_operational,Operational composite,All,4,30–39,343,202,0.35090240177703735,0.39039153915391533,-0.03948913737687798,32881.0,0.26229488839664916,
mean_operational,Operational composite,All,5,40–49,321,198,0.31169707758492804,0.37591189674523007,-0.06421481916030203,29645.0,0.1310392423645623,
mean_operational,Operational composite,All,6,50–99,890,511,0.3572498662386303,0.3739291150250054,-0.01667924878637511,224431.0,0.6396784475984607,
mean_operational,Operational composite,All,7,100+,1067,1239,0.4041706393159064,0.4030039290132458,0.001166710302660634,662400.5,0.9219483708709876,
mean_operational,Operational composite,Subjective,1,1–9,3079,2627,0.27567984864184925,0.27062166199490145,0.005058186646947793,4068780.0,0.6236549896402132,
mean_operational,Operational composite,Subjective,2,10–19,360,524,0.3150694444444444,0.3214593453620171,-0.006389900917572688,94179.0,0.9645747850586667,
mean_operational,Operational composite,Subjective,3,20–29,157,242,0.40949347892023047,0.43962500997624965,-0.03013153105601918,18579.0,0.6831335503033595,
mean_operational,Operational composite,Subjective,4,30–39,182,114,0.336865515436944,0.356140350877193,-0.019274835440248994,10047.0,0.6020344665605198,
mean_operational,Operational composite,Subjective,5,40–49,181,111,0.3041173375427519,0.36761761761761763,-0.06350028007486574,9358.0,0.2513957267420249,
mean_operational,Operational composite,Subjective,6,50–99,466,282,0.3632280809319436,0.37096138691883374,-0.007733305986890149,65727.5,0.9932858904075916,
mean_operational,Operational composite,Subjective,7,100+,573,662,0.3899242361284246,0.4022972223312103,-0.012372986202785707,186597.0,0.5812132493671947,
mean_operational,Operational composite,Factual,1,1–9,2459,2079,0.2934479137508824,0.2881644903650676,0.005283423385814834,2571877.0,0.6625062989673959,
mean_operational,Operational composite,Factual,2,10–19,272,436,0.34099264705882354,0.32472506469066104,0.016267582368162503,60392.5,0.6274371116302508,
mean_operational,Operational composite,Factual,3,20–29,120,210,0.4233333333333334,0.39079365079365075,0.032539682539682646,13277.5,0.3610432455783743,
mean_operational,Operational composite,Factual,4,30–39,161,88,0.3667701863354037,0.43476239669421496,-0.06799221035881126,6526.0,0.25233142110023776,
mean_operational,Operational composite,Factual,5,40–49,140,87,0.3214965986394558,0.3864942528735632,-0.06499765423410742,5695.0,0.33227080562996014,
mean_operational,Operational composite,Factual,6,50–99,424,229,0.350679469901168,0.37758369723435226,-0.02690422733318426,47174.5,0.49017944624494614,
mean_operational,Operational composite,Factual,7,100+,494,577,0.42069531345847133,0.4038147432654252,0.01688057019304612,145849.5,0.4611400129525801,
mean_receptiveness,Receptiveness composite,All,1,1–9,5538,4706,0.49454027975154735,0.5000214411126014,-0.005481161361054032,12999689.5,0.8050539054505751,
mean_receptiveness,Receptiveness composite,All,2,10–19,632,960,0.5023432790837854,0.572346947034447,-0.0700036679506616,288936.5,0.06718882980820333,*
mean_receptiveness,Receptiveness composite,All,3,20–29,277,452,0.7921609076843733,0.610959320915073,0.18120158676930032,69681.5,0.005920450101857218,***
mean_receptiveness,Receptiveness composite,All,4,30–39,343,202,0.5983756768013327,0.7103810381038104,-0.11200536130247762,31640.5,0.06467009178015398,*
mean_receptiveness,Receptiveness composite,All,5,40–49,321,198,0.6040053404539386,0.5953282828282829,0.008677057625655737,31911.5,0.928574492309226,
mean_receptiveness,Receptiveness composite,All,6,50–99,890,511,0.6307517388978063,0.6990106544901066,-0.06825891559230024,220319.0,0.2827785195691055,
mean_receptiveness,Receptiveness composite,All,7,100+,1067,1239,0.7184411053904962,0.6872508535473058,0.031190251843190464,670533.5,0.5183054706093501,
mean_receptiveness,Receptiveness composite,Subjective,1,1–9,3079,2627,0.5025759497259985,0.492219739402838,0.01035621032316053,4063346.5,0.7160823521591639,
mean_receptiveness,Receptiveness composite,Subjective,2,10–19,360,524,0.5036507936507936,0.5801642377978256,-0.07651344414703198,89445.0,0.13946707389975707,
mean_receptiveness,Receptiveness composite,Subjective,3,20–29,157,242,0.7675917500758265,0.6514612109653433,0.11613053911048321,20674.5,0.11364149613295267,
mean_receptiveness,Receptiveness composite,Subjective,4,30–39,182,114,0.5737441130298273,0.6716374269005848,-0.0978933138707575,9664.5,0.27519228892158476,
mean_receptiveness,Receptiveness composite,Subjective,5,40–49,181,111,0.6002367797947908,0.5225225225225225,0.07771425727226833,10601.0,0.36741366872275194,
mean_receptiveness,Receptiveness composite,Subjective,6,50–99,466,282,0.6558553034947884,0.6622734436564224,-0.006418140161634001,66634.5,0.7189327723228258,
mean_receptiveness,Receptiveness composite,Subjective,7,100+,573,662,0.7208897753400372,0.693959774699956,0.02693000064008122,191321.5,0.7744521605750116,
mean_receptiveness,Receptiveness composite,Factual,1,1–9,2459,2079,0.48447853601371293,0.5098795798290747,-0.02540104381536179,2526864.5,0.43416755794666806,
mean_receptiveness,Receptiveness composite,Factual,2,10–19,272,436,0.5006127450980392,0.5629518544656159,-0.062339109367576695,56729.5,0.2649780998746585,
mean_receptiveness,Receptiveness composite,Factual,3,20–29,120,210,0.8243055555555555,0.5642857142857143,0.26001984126984123,14360.0,0.02155332193273214,**
mean_receptiveness,Receptiveness composite,Factual,4,30–39,161,88,0.6262200532386868,0.7605716253443527,-0.13435157210566595,6304.0,0.12055151534946815,
mean_receptiveness,Receptiveness composite,Factual,5,40–49,140,87,0.6088775510204082,0.6882183908045977,-0.07934083978418949,5730.5,0.4053028121791923,
mean_receptiveness,Receptiveness composite,Factual,6,50–99,424,229,0.6031615004492363,0.744250363901019,-0.14108886345178262,44354.0,0.04450702392222557,**
mean_receptiveness,Receptiveness composite,Factual,7,100+,494,577,0.7156008465218991,0.6795536164536241,0.03604723006827504,145521.0,0.5199258778292957,
mean_transactivity,Transactivity composite,All,1,1–9,5538,4706,0.41479613565881174,0.402347514364089,0.01244862129472274,13171221.5,0.2632686919077363,
mean_transactivity,Transactivity composite,All,2,10–19,632,960,0.4886647327707454,0.47592582475394973,0.01273890801679567,304118.5,0.9229903359533271,
mean_transactivity,Transactivity composite,All,3,20–29,277,452,0.6169675090252708,0.5654666682874647,0.05150084073780603,65210.0,0.3049481291141575,
mean_transactivity,Transactivity composite,All,4,30–39,343,202,0.49134388449257255,0.5632388238823882,-0.07189493938981567,32474.0,0.17622820652466087,
mean_transactivity,Transactivity composite,All,5,40–49,321,198,0.4734238243584038,0.5489618406285073,-0.07553801627010348,29757.5,0.16733442789981634,
mean_transactivity,Transactivity composite,All,6,50–99,890,511,0.5194408774745853,0.5484888019134595,-0.029047924438874162,224871.0,0.698139142688716,
mean_transactivity,Transactivity composite,All,7,100+,1067,1239,0.6004929127937563,0.6049297483172101,-0.004436835523453864,662211.5,0.9345139348381348,
mean_transactivity,Transactivity composite,Subjective,1,1–9,3079,2627,0.40722534114869285,0.3871719945663607,0.020053346582332154,4099404.0,0.28692936638882616,
mean_transactivity,Transactivity composite,Subjective,2,10–19,360,524,0.48488425925925926,0.4888373236178579,-0.003953064358598657,92609.5,0.5998089704626011,
mean_transactivity,Transactivity composite,Subjective,3,20–29,157,242,0.5975583864118895,0.5946595071595072,0.0028988792523823026,18871.5,0.9046407260198787,
mean_transactivity,Transactivity composite,Subjective,4,30–39,182,114,0.4494636316064887,0.5220760233918128,-0.07261239178532408,9781.5,0.3543023137904594,
mean_transactivity,Transactivity composite,Subjective,5,40–49,181,111,0.49468560905024983,0.5475475475475475,-0.0528619384972977,9574.0,0.44435834261193896,
mean_transactivity,Transactivity composite,Subjective,6,50–99,466,282,0.526923666462293,0.5521079590228527,-0.02518429256055965,66271.5,0.8258623949953711,
mean_transactivity,Transactivity composite,Subjective,7,100+,573,662,0.5793553838056456,0.6024369449784858,-0.023081561172840215,186909.0,0.6309340538197634,
mean_transactivity,Transactivity composite,Factual,1,1–9,2459,2079,0.42427579255049774,0.4215231230743496,0.002752669476148162,2573862.5,0.634451170150127,
mean_transactivity,Transactivity composite,Factual,2,10–19,272,436,0.49366830065359474,0.4604083352936564,0.03325996535993836,61051.5,0.44787793137380827,
mean_transactivity,Transactivity composite,Factual,3,20–29,120,210,0.6423611111111112,0.5318253968253969,0.11053571428571429,13788.5,0.11796886854358773,
mean_transactivity,Transactivity composite,Factual,4,30–39,161,88,0.5386867790594498,0.6165633608815427,-0.0778765818220929,6573.0,0.3044437206937075,
mean_transactivity,Transactivity composite,Factual,5,40–49,140,87,0.44593537414965984,0.5507662835249042,-0.10483090937524436,5566.5,0.21829084298026624,
mean_transactivity,Transactivity composite,Factual,6,50–99,424,229,0.5112168688230009,0.5440320232896652,-0.032815154466664276,46917.0,0.4246685227517454,
mean_transactivity,Transactivity composite,Factual,7,100+,494,577,0.6250107348791559,0.607789775717965,0.01722095916119093,145487.5,0.5236816628454402,
